,language,overview,release_date,runtime,title,vote_average,vote_count,company,country,director,genre,star,writer
1926,en,"In DISASTER MOVIE, the filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.",2008-08-29,87.0,Disaster Movie,3.0,240,Lionsgate,USA,Jason Friedberg,Comedy,Carmen Electra,Jason Friedberg
1927,en,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",2009-12-04,88.0,Armored,5.5,208,Screen Gems,USA,Nimr箐 Antal,Action,Columbus Short,James V. Simpson
1928,en,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",1997-11-14,97.0,The Man Who Knew Too Little,6.5,125,Warner Bros.,USA,Jon Amiel,Action,Bill Murray,Robert Farrar
1929,en,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",2011-09-30,106.0,What's Your Number?,6.2,671,Regency Enterprises,USA,Mark Mylod,Comedy,Anna Faris,Gabrielle Allan
1930,en,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",2012-04-12,95.0,Lockout,5.8,715,EuropaCorp,France,James Mather,Action,Guy Pearce,Stephen St. Leger
1931,en,A man becomes increasingly jealous of his friend's newfound success.,2004-04-30,99.0,Envy,4.8,139,DreamWorks,USA,Barry Levinson,Comedy,Ben Stiller,Steve Adams
1932,en,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,2009-04-16,96.0,Crank: High Voltage,5.9,861,Lionsgate,USA,Mark Neveldine,Action,Jason Statham,Mark Neveldine
1933,en,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",1994-10-14,98.0,Bullets Over Broadway,7.0,130,Miramax,USA,Woody Allen,Comedy,John Cusack,Woody Allen
1934,en,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",2006-10-13,123.0,One Night with the King,6.1,12,Gener8Xion Entertainment,USA,Michael O. Sajbel,Biography,Tiffany Dupont,Stephan Blinn
1935,en,"A stylish political thriller where love and war collide in Southeast Asia. Set in early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems.",2002-11-22,101.0,The Quiet American,6.4,81,Miramax,UK,Phillip Noyce,Drama,Michael Caine,Graham Greene
1936,en,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",2005-10-20,101.0,The Weather Man,6.0,289,Paramount Pictures,USA,Gore Verbinski,Comedy,Nicolas Cage,Steve Conrad
1937,en,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",2002-08-23,96.0,Undisputed,6.1,139,Amen Ra Films,USA,Walter Hill,Action,Wesley Snipes,David Giler
1938,en,"Dentist, Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.",2008-09-19,102.0,Ghost Town,6.4,286,DreamWorks,USA,David Koepp,Comedy,Ricky Gervais,David Koepp
1939,en,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",2009-03-19,108.0,12 Rounds,5.7,220,Fox Atomic,USA,Renny Harlin,Action,John Cena,Daniel Kunka
1940,en,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,2010-10-01,116.0,Let Me In,6.7,641,Overture Films,UK,Matt Reeves,Drama,Kodi Smit-McPhee,Matt Reeves
1941,en,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",1994-05-06,93.0,3 Ninjas Kick Back,4.5,48,Ben-Ami/Leeds Productions,USA,Charles T. Kanganis,Family,Victor Wong,Sang-ok Shin
1942,en,"A man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. In order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films.",2008-01-20,102.0,Be Kind Rewind,6.2,424,New Line Cinema,UK,Michel Gondry,Comedy,Jack Black,Michel Gondry
1943,en,"Eccentric 70-year-old widow purchases the Windmill Theatre in London as a post-widowhood hobby. After starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. Mrs Henderson suggests they add female nudity similar to the Moulin Rouge in Paris",2005-09-09,103.0,Mrs Henderson Presents,6.4,62,Path Pictures,UK,Stephen Frears,Comedy,Judi Dench,David Rose
1944,en,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,2016-02-19,115.0,Triple 9,5.6,797,Worldview Entertainment,USA,John Hillcoat,Action,Casey Affleck,Matt Cook
1945,en,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",1997-08-26,96.0,Deconstructing Harry,7.3,187,Sweetland Films,USA,Woody Allen,Comedy,Woody Allen,Woody Allen
1946,en,Oscar and Peter land a career-making opportunity when a Chicago tycoon chooses them to compete for the design of a cultural center. The tycoon mistakenly believes that Oscar is gay and has him spy on his mistress Amy. Oscar goes along with it and ends up falling in love with Amy.,1999-10-22,98.0,Three to Tango,5.4,62,Warner Bros.,Australia,Damon Santostefano,Comedy,Neve Campbell,Rodney Patrick Vaccaro
1947,en,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",2015-10-02,100.0,Burnt,6.3,950,3 Arts Entertainment,USA,John Wells,Comedy,Bradley Cooper,Steven Knight
1948,en,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,1989-12-15,106.0,We're No Angels,5.6,105,Paramount Pictures,USA,Neil Jordan,Comedy,Robert De Niro,David Mamet
1949,en,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,1996-12-06,101.0,Everyone Says I Love You,6.5,147,Miramax,USA,Woody Allen,Comedy,Woody Allen,Woody Allen
1950,en,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",2007-08-31,105.0,Death Sentence,6.5,297,Twentieth Century Fox Film Corporation,USA,James Wan,Action,Kevin Bacon,Ian Mackenzie Jeffers
1951,en,"Eight months after the death of his wife, Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute, Frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. As he visits each one in turn, Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.",2009-12-04,99.0,Everybody's Fine,6.5,284,Erre Produzioni,Italy,Giuseppe Tornatore,Drama,Marcello Mastroianni,Massimo De Rita
1952,en,"Eight months after the death of his wife, Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute, Frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. As he visits each one in turn, Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.",2009-12-04,99.0,Everybody's Fine,6.5,284,Miramax,USA,Kirk Jones,Adventure,Robert De Niro,Kirk Jones
